id,full_name,phone_number,aadhaar_number,pan_card_number,date_of_birth,address,city,state,pincode
10194,Hetal Kapadia,6511856724,580701765636,AGSDR4406W,1999-04-09,"Flat 6J, Subhash Residency",Mysuru,Karnataka,570006
10195,Mahesh Dubey,6427523083,908164709006,TYJGC4931V,1965-09-01,"742/14, Subhash Street",Tiruchirappalli,Tamil Nadu,620001
10196,Debashis Iyengar,9613315520,850637314950,BFHPZ1598F,1982-08-08,"695, EVR Nagar, Gandhi Area",Delhi,Delhi,110051
10197,Kamlesh Banerjee,9838903091,636391025743,DFAYP9732U,1963-07-21,"H.No. 664, JP Marg",Thiruvananthapuram,Kerala,695007
10198,Chandana Rajan,7968527017,330232129833,NLMEF4635U,1978-01-25,"Flat 15N, Indira Bhavan",Vadodara,Gujarat,390008
10199,Chinglen Mittal,9066149828,446747468971,ISFXA8734N,1995-05-28,"Flat 4M, Laxmi Heights",Guwahati,Assam,781006
10200,Venkatesh Desai,9506633705,224972439920,DCSJS9098F,1998-04-18,"Flat 5I, Laxmi Towers",Surat,Gujarat,395005
10201,Pradip Natarajan,6270116864,822522372817,OFFTV1984T,1969-10-18,"Flat 11A, Shivaji Towers",Imphal,Manipur,795002
10202,Debarati Chauhan,6040901380,898477596555,ZVYRJ0331O,1996-01-18,"Flat 12O, Bhagat Niwas",Cuttack,Odisha,753007
10203,Barnali Pillai,6505057397,891567164932,WWUSA4089O,1975-01-28,"Flat 6Y, Anna Residency",Agartala,Tripura,799004
10204,Subhas Singh,7564347128,915399156686,VFDCC7971L,1971-06-07,"H.No. 591, Nehru Bhavan, Periyar Street",Jammu,Jammu and Kashmir,180003
10205,Amrita Rodrigues,7899316087,724377294209,INRHW5622M,1965-04-11,"848/8, Kamaraj Colony",Shimla,Himachal Pradesh,171006
10206,Aditya Mahato,9567566184,638612590472,PLMXF8163S,1969-02-22,"974, Shyam Nagar, Ambedkar Area",Patna,Bihar,800003
10207,Anindita Mehta,9263013674,461764750111,DQXFP9460S,1976-03-31,"H.No. 306, Azad Nagar",Varanasi,Uttar Pradesh,221010
10208,Anitha Mandal,9189813129,408751029321,OWAZN3549A,1982-04-12,"675, Bose Path, Bhagat Area",Jaipur,Rajasthan,302001
10209,Jalpa Iyengar,6030324329,595429618446,QELYR9126I,1977-04-13,"House No. 430, Netaji Vihar, JP Nagar",Bhubaneswar,Odisha,751006
10210,Ishaan Paul,6861515542,540163611284,PUCJO2200K,1994-12-13,"Flat 5V, Azad Heights",Chennai,Tamil Nadu,600028
10211,Ishwar Balasubramanian,6539672757,646834146511,BGCOC2980N,2005-08-20,"Flat 20G, Patel Apartment",Cuttack,Odisha,753002
10212,Pradip Paul,8389097283,415285067625,ZIRVW8242A,1995-04-25,"No. 958, Nehru Enclave, Gopal Layout",Madurai,Tamil Nadu,625003
10213,Suresh Rajput,6526501673,388261702437,KHLEV1481L,1998-12-07,"# 114, Tilak Marg",Mumbai,Maharashtra,400070
10214,Ramesh Pereira,7741678725,886211022580,TGRIZ7424Y,1998-06-25,"House No. 256, Vivekananda Road",Ahmedabad,Gujarat,380004
10215,Pradip Roy,7392312604,526093106684,SZFLB4013L,1997-07-04,"187, Nehru Street, Vivekananda Area",Ahmedabad,Gujarat,380008
10216,Pooja Kothari,7475541108,455598953439,JXDTD5961W,1999-12-28,"309, Periyar Path, Shyam Area",Delhi,Delhi,110032
10217,Subhas Subramaniam,8571617688,229424090367,RWZET3742F,1960-04-27,"607/17, Kamaraj Street",Mangaluru,Karnataka,575006
10218,Lakshmi Balasubramanian,6230834024,440338105955,CSOSK6308L,1979-09-03,"Flat 9U, Gandhi Bhavan",Cuttack,Odisha,753003
10219,Seema Patel,8396273652,917272239724,AEEKP0029M,1968-12-28,"House No. 745, EVR Street",Cuttack,Odisha,753005
10220,Chinglen Hussain,6231429001,713279724572,GOGOA0518N,1972-09-21,"No. 233, Shyam Avenue",Mumbai,Maharashtra,400050
10221,Sanjay Chandra,6314519515,309226859262,XRQHW2432W,1966-11-07,"House No. 797, MG Nagar",Dehradun,Uttarakhand,248001
10222,Kavya Biswas,9421522655,967695236687,OMNFC7578H,1967-10-30,"No. 209, Bose Niwas, Sardar Street",Ahmedabad,Gujarat,380008
10223,Eshan Goel,8728633302,326065019179,WAJCC5811X,1972-07-27,"S.No. 422, Periyar Lane",Guwahati,Assam,781005
10224,Abhijit Nair,7066784984,562418623690,FETOV8436M,1974-10-14,"663/9, Shyam Colony",Nashik,Maharashtra,422013
10225,Balakrishnan Saxena,6139043830,541990970051,YAJHK1779W,1968-09-25,"515/1, Netaji Nagar",Udaipur,Rajasthan,313004
10226,Suresh Gomes,9113322889,772545960633,ZPYOZ0073Z,1967-10-27,"S.No. 322, Subhash Marg",Visakhapatnam,Andhra Pradesh,530001
10227,Rajesh Mukherjee,8747219705,666927589551,RNGWR6672R,1960-09-17,"Plot 385, Subhash Layout",Hubli,Karnataka,580002
10228,Dinesh Chakraborty,9871121663,851559737147,AEMQI0639L,1998-08-02,"No. 217, Vivekananda Complex, Sardar Street",Warangal,Telangana,506002
10229,Sumitha Shukla,8768342016,742356778265,XOVOX1751V,1988-05-24,"957/11, Rajiv Path",Mumbai,Maharashtra,400003
10230,Himangshu Banerjee,6033682963,733905504481,SQLKJ5571F,2001-02-28,"House No. 567, Shyam Vihar, Bhagat Nagar",Howrah,West Bengal,711103
10231,Pradip Qureshi,6111096179,378904633786,CWYJU4967M,1960-09-06,"Plot 275, Vallabh Marg",Kanpur,Uttar Pradesh,208004
10232,Vihaan Mittal,8895529638,839609626265,NLCUN6786I,1974-04-08,"96, Gandhi Avenue, Shivaji Area",Jodhpur,Rajasthan,342005
10233,Harish Singh,7752334383,840412091179,DDGEC8921Z,1961-12-20,"983/7, MG Road",Kolkata,West Bengal,700002
10234,Vijay Sundaram,6299015579,228413908088,TFJXA1061I,2003-03-16,"Door No. 726, Periyar Niwas, Bose Marg",Coimbatore,Tamil Nadu,641001
10235,Rajesh Iyer,8619942376,969459196639,JXVLX9246U,1991-08-08,"Flat 185, Netaji Heights, Netaji Lane",Agra,Uttar Pradesh,282001
10236,Rajesh Jain,8105053795,581649383184,SYURO6648G,1977-09-07,"Flat 15F, Nehru Enclave",Nashik,Maharashtra,422013
10237,Lata Biswas,6409074260,250171644556,CUMBH9469L,1969-03-20,"No. 846, Saraswati Vihar, Gandhi Nagar",Pune,Maharashtra,411007
10238,Chitra Paul,6040104145,842297125296,QRNGM4274C,1983-09-01,"Flat 362, Bose Colony",Raipur,Chhattisgarh,492006
10239,Chandana Reddy,9637153988,747281235679,NUEHE3861D,1969-11-20,"192, Vivekananda Street, Ambedkar Area",Ahmedabad,Gujarat,380001
10240,Priya Joshi,9326868507,651066343629,HPNCB2118S,1983-11-18,"283/13, Tagore Layout",Ahmedabad,Gujarat,380002
10241,Mahesh Iyengar,8494012897,632512257207,LAZWE7034A,2003-10-22,"113/19, Nehru Street",Imphal,Manipur,795002
10242,Eshan Chauhan,6457758474,770545897148,SAZWR1427N,1992-03-30,"Flat 199, Vallabh Bhavan, Ram Road",Madurai,Tamil Nadu,625009
10243,Kavitha Modi,9443098591,879541072728,ZQRHH7002S,1971-01-27,"6, Shyam Lane, Netaji Area",Nashik,Maharashtra,422005
10244,Chandana Mandal,7142369143,275366614494,ELWUD7241J,1967-09-05,"House No. 385, Rajiv Bhavan, Netaji Avenue",Jaipur,Rajasthan,302017
10245,Nilesh Joshi,9766708061,494398529894,BVDRM7580I,1969-08-08,"Flat 842, Laxmi Layout",Udaipur,Rajasthan,313011
10246,Pradip Iyengar,7872324407,511029181331,MVLBD4988R,1983-05-08,"880/4, Anna Layout",Panaji,Goa,403005
10247,Mahesh Das,7774419754,861766204719,KPAQR4931X,2001-02-13,"367/7, Patel Cross",Vadodara,Gujarat,390001
10248,Suresh Fernandes,8724461767,498842599599,VBATG6463H,1981-03-24,"H.No. 774, Bhagat Complex, Shyam Road",Delhi,Delhi,110033
10249,Abhijit Ahmed,6251762983,547743326831,PQRFV8345C,1990-07-26,"853/16, Tilak Layout",Chennai,Tamil Nadu,600091
10250,Amrita Tiwari,9661912841,373098503446,SBWZB5895M,1965-01-30,"S.No. 960, Vivekananda Street",Kochi,Kerala,682002
10251,Rohit Iyengar,8037199051,899187240107,NQLHW9007Z,1977-08-07,"566/13, Mohan Street",Kochi,Kerala,682007
10252,Kavya Chatterjee,6955356033,390368900301,BLHIP8913V,1970-12-24,"257, Bose Colony, Indira Area",Indore,Madhya Pradesh,452002
10253,Lakshmi Fernandes,7845881056,941328348315,SUAGL7908I,1984-12-08,"Flat 16A, Shivaji Vihar",Ludhiana,Punjab,141007
10254,Sai Rao,7626804085,295493059660,UOYYH9547Y,1983-05-02,"S.No. 764, Vivekananda Complex, Tagore Nagar",Mangaluru,Karnataka,575004
10255,Jayesh Modi,6945449014,742770707057,QOKPC8594I,1984-10-09,"233, MG Nagar, Subhash Area",Surat,Gujarat,395008
10256,Chirag Bhattacharya,8083044058,293511871813,FOVRB4206L,1990-01-19,"S.No. 966, Laxmi Layout",Kolkata,West Bengal,700006
10257,Neha Ansari,7588953690,461139898681,WNBMN4282H,1989-06-27,"467, Saraswati Road, Bose Area",Ahmedabad,Gujarat,380008
10258,Diya Trivedi,9937639283,892944551166,NDMWF1414Y,2002-02-25,"891, Nehru Avenue, Sardar Area",Guwahati,Assam,781002
10259,Girish Sanghavi,8268341559,301576764722,SPVND0564K,1999-05-07,"Flat 17S, Laxmi Bhavan",Chennai,Tamil Nadu,600017
10260,Balakrishnan Patel,9522036849,715421447732,HXZTY6128Y,1975-02-23,"7/12, Mohan Street",Pune,Maharashtra,411001
10261,Elina Mukherjee,8117674124,351315285478,RBRXA1751R,1963-03-13,"141/8, Azad Avenue",Faridabad,Haryana,121001
10262,Uttam Dasgupta,8231830617,520649693578,REHGH4733P,1986-07-03,"987/14, Vallabh Marg",Delhi,Delhi,110034
10263,Nilesh Annamalai,6562779630,648360854566,VLGBM2604H,1974-12-10,"Flat 1X, Bhagat Apartment",Kochi,Kerala,682004
10264,Sneha Shah,8810835832,834255638300,VTNNU0206W,1982-03-09,"Flat 3C, Netaji Residency",Nagpur,Maharashtra,440013
10265,Aditya Verma,7196394568,244731497646,CZOMX5204M,1993-06-09,"S.No. 230, Azad Street",Ranchi,Jharkhand,834002
10266,Indrajit Natarajan,8211823793,326978930746,IIDIO4067Z,2003-11-05,"Flat 17R, MG Residency",Kochi,Kerala,682017
10267,Pradip Dubey,9202812371,267287286604,DZSWH3851J,1978-05-05,"Plot 484, Periyar Heights, Gopal Colony",Shimla,Himachal Pradesh,171006
10268,Shanthi Nair,7710433187,710979215835,QYHVW5364I,1978-03-05,"106, Periyar Colony, Netaji Area",Aurangabad,Maharashtra,431007
10269,Lalit Hussain,9599949732,233192227051,XBNLR3515M,1994-08-03,"Door No. 320, Patel Residency, JP Cross",Bhubaneswar,Odisha,751009
10270,Subhas Jain,9877418652,257563983652,YZFJF5399Q,1961-03-01,"No. 663, Vivekananda Path",Amritsar,Punjab,143005
10271,Subhas Ghosh,9727810509,422161070518,HWRTI6881S,1992-11-09,"427/3, JP Street",Thiruvananthapuram,Kerala,695001
10272,Chirag Yadav,8938620448,715791971112,SEPZT7230X,1982-02-18,"318/10, Nehru Avenue",Jaipur,Rajasthan,302004
10273,Elina Pillai,8324474175,758720962893,ZLQRH3957I,1968-02-21,"265/9, Tilak Path",Vijayawada,Andhra Pradesh,520007
10274,Nilesh Ganguly,8596905150,467551254278,EAVLO4382L,1990-04-24,"Flat 14Y, Nehru Complex",Warangal,Telangana,506006
10275,Lalit Singh,7824983922,701425762702,FEHEW4715Y,1993-07-29,"Flat 7P, Ambedkar Vihar",Mumbai,Maharashtra,400092
10276,Ratan Rajan,6625265469,881579039235,JNAPK0240J,1999-01-23,"H.No. 670, Laxmi Complex, Subhash Avenue",New Delhi,Delhi,110007
10277,Shanthi Nair,7681715160,452986707660,HGQPU4343R,1992-09-24,"545, EVR Avenue, Tilak Area",Bengaluru,Karnataka,560003
10278,Chitra Siddiqui,9607401775,295465408424,JAIQP3072C,1968-06-25,"Flat 20H, Mohan Bhavan",Mysuru,Karnataka,570010
10279,Sai Dubey,8502916815,666024161394,ZQOUS0529I,1976-08-29,"932/9, Subhash Marg",Vadodara,Gujarat,390001
10280,Raghavan Balasubramanian,9951330531,697969586780,IIVDW4513M,1962-11-23,"S.No. 575, Periyar Bhavan, Indira Road",Indore,Madhya Pradesh,452002
10281,Hardik Rodrigues,9029929596,804873682691,CFZOE1774N,1991-08-01,"923, Bhagat Marg, Patel Area",Ranchi,Jharkhand,834004
10282,Nisha Modi,7677472264,285721696663,QQDQZ5793H,1974-12-07,"975/20, Indira Street",Chandigarh,Punjab,160017
10283,Kiran Bhatt,7273524103,973973278195,WXGSB7645P,1994-07-27,"Plot 905, Kamaraj Cross",Aurangabad,Maharashtra,431005
10284,Lakshmi Modi,6568761124,325652373415,QBXMG2247W,1983-02-20,"No. 780, Laxmi Apartment, Rajiv Nagar",Chandigarh,Punjab,160005
10285,Saraswathi Saxena,8774222946,630394290458,TZKQE3183L,1993-11-28,"892/6, Patel Path",Imphal,Manipur,795004
10286,Saraswathi Iyengar,7249135779,283350615814,ONTWZ0522X,1976-05-22,"707/6, Kamaraj Path",Gaya,Bihar,823002
10287,Uttam Tiwari,7840333997,918051371717,FOFMO5818Y,1977-06-23,"258, EVR Avenue, Mohan Area",Ludhiana,Punjab,141008
10288,Balakrishnan Hussain,8483548847,327058772216,RCWIR8112J,2005-01-06,"Flat 11F, Anna Towers",Jaipur,Rajasthan,302006
10289,Fanai Chandra,7925879643,674524555746,OTAYB4614I,1961-09-30,"Flat 1K, Anna Vihar",Panaji,Goa,403006
10290,Kamakshi Mandal,7398741132,779706734996,BBINL2480Y,1997-02-13,"604, Laxmi Layout, Azad Area",Panaji,Goa,403002
10291,Chinglen D'Souza,8884021557,525737553449,TADKK4059Q,1993-07-04,"No. 983, Patel Lane",Pune,Maharashtra,411038
10292,Ishwar Tripathi,6828197931,847725129578,UTYXK2630K,1998-04-27,"599/18, Anna Lane",Hubli,Karnataka,580024
10293,Meena Natarajan,7108902851,753334264335,AWYDY0882B,2000-02-01,"211, EVR Avenue, Azad Area",Siliguri,West Bengal,734004
10294,Ishaan Saxena,7179556331,774817006661,JYVLW3906M,2002-04-15,"Flat 5Q, Rajiv Heights",Pune,Maharashtra,411014
10295,Chinglen Kumar,6934596262,482251207346,QXGIU3808N,1964-03-03,"Flat 3N, Ambedkar Residency",Kochi,Kerala,682007
10296,Nilesh Dalal,9290477425,791779323822,FCCKX1216K,2001-06-17,"336/5, Shyam Lane",Indore,Madhya Pradesh,452005
10297,Vijay Verma,7032650977,739673794871,TRNIZ1387O,1968-08-28,"Flat 18E, Netaji Residency",Indore,Madhya Pradesh,452006
10298,Elina Srivastava,6842547681,468323035892,ONBNO6911V,1974-11-10,"554, Bhagat Avenue, Vallabh Area",Faridabad,Haryana,121004
10299,Shanthi Ghosh,9524014843,306227236266,PGJFY1475V,1973-08-15,"689, Vivekananda Lane, Ambedkar Area",Madurai,Tamil Nadu,625005
10300,Pratik Naidu,9418972154,264176927438,CZPPJ8689N,1965-01-30,"Plot 863, Periyar Marg",Faridabad,Haryana,121002
10301,Vivaan Chauhan,9397396417,898609191911,ZGPSP8706O,2001-05-02,"H.No. 833, Tilak Heights, Netaji Avenue",Chandigarh,Punjab,160001
10302,Revathi Singh,9455534705,942388565271,IQTVF8176K,2004-08-09,"H.No. 208, Saraswati Niwas, Vivekananda Path",Faridabad,Haryana,121003
10303,Aditya Srivastava,7948848826,331196425856,DKVTW7693H,1999-09-14,"562/1, Rajiv Marg",Panaji,Goa,403001
10304,Amit Verma,8309776889,562896964546,JXYIJ9189H,1971-07-21,"108, Netaji Layout, Vivekananda Area",Delhi,Delhi,110053
10305,Farida Mishra,9977961208,980572151494,YSSMS9924R,1987-05-02,"H.No. 148, EVR Cross",Udaipur,Rajasthan,313002
10306,Eshan Dubey,6862339220,915116966672,WEIEL2022L,1967-04-26,"537/20, Vivekananda Street",Udaipur,Rajasthan,313004
10307,Aarav Saha,6056409951,439728351295,OXSWE1800R,1970-10-16,"111/19, Indira Nagar",Shimla,Himachal Pradesh,171005
10308,Biswajit Mehta,9867181535,437360507918,CRXOS5762E,2000-03-07,"Plot 967, MG Avenue",Ranchi,Jharkhand,834004
10309,Kamakshi Mandal,9964740803,349982508004,KJNVR4585V,1964-01-05,"Flat 16G, Subhash Apartment",Madurai,Tamil Nadu,625001
10310,Meena Pinto,6403526356,222939469434,KAVJV1720W,1995-06-24,"679/3, Kamaraj Colony",Nagpur,Maharashtra,440022
10311,Nisha Patel,7464844941,363187328077,CFVET8264E,1999-08-28,"# 787, Azad Apartment, Tilak Lane",Amritsar,Punjab,143001
10312,Nilesh Iyer,6662481323,770713984822,OICBN0773B,1972-11-14,"# 7, Ram Street",Agartala,Tripura,799001
10313,Ishwar Mitra,6079649673,994577278532,HTZKG1742B,2001-04-06,"Flat 14O, JP Niwas",Kolkata,West Bengal,700004
10314,Nilesh Trivedi,8562833339,595786543627,CQHVU6025F,1994-06-23,"Flat 9X, Gopal Heights",Thiruvananthapuram,Kerala,695004
10315,Jayesh Iyer,7657327599,211100051553,TYHBQ3943F,1985-12-29,"923, Vallabh Nagar, Subhash Area",Jaipur,Rajasthan,302002
10316,Ganpat Ahmed,9431271026,967209579927,XZYOX9801J,1995-04-25,"985, MG Lane, Gandhi Area",Hubli,Karnataka,580002
10317,Lalit Dalal,7543848075,403447650471,IAWYA5314M,1963-03-25,"344/14, Indira Cross",Gaya,Bihar,823003
10318,Sanjay Selvam,8171581021,512512931100,TIXBP9963V,1969-06-29,"722/3, Rajiv Colony",Gurugram,Haryana,122002
10319,Meena Mishra,6658373792,949072801234,DOZSS0139F,1995-05-29,"H.No. 519, MG Marg",Faridabad,Haryana,121005
10320,Anindita Gomes,8421017509,817015959194,SIJVJ3457H,1975-04-20,"477/11, Vallabh Path",Nagpur,Maharashtra,440015
10321,Bikash Parekh,9025626506,429231067245,FMEVW2164N,1974-05-04,"362, Ambedkar Road, Tagore Area",Visakhapatnam,Andhra Pradesh,530006
10322,Hetal Reddy,9704254969,392845525971,AJGYR9969P,1985-03-02,"716/11, Tilak Nagar",Kozhikode,Kerala,673003
10323,Sanjay Mondal,9058162951,979417634250,MFAJQ5794K,1977-12-12,"981/4, Bhagat Layout",Panaji,Goa,403006
10324,Girin Parikh,9044324006,357276829751,YLFPH5300K,2002-10-20,"852, Periyar Avenue, Saraswati Area",Kanpur,Uttar Pradesh,208003
10325,Farida Kumar,8599080271,322182315551,KTMON6318G,2000-03-27,"233/18, Tagore Street",Mangaluru,Karnataka,575001
10326,Chinglen Naidu,7285566084,906810390339,MJCWN8310U,1985-03-31,"H.No. 164, JP Colony",Vadodara,Gujarat,390006
10327,Anindita Selvam,9079863210,813394394570,QFXVF0088G,2004-10-26,"469/6, Ram Layout",Cuttack,Odisha,753004
10328,Diya Siddiqui,6009004047,892105336514,KAUXH2988G,1970-10-17,"S.No. 179, Periyar Towers, Gandhi Road",Faridabad,Haryana,121001
10329,Aditya Mondal,9123166007,876209014473,UAHWG4068N,2003-10-30,"No. 294, Indira Niwas, Indira Road",Dehradun,Uttarakhand,248004
10330,Tapan Mahato,7556296575,627865619425,YQLOR8399E,1990-08-26,"836, Netaji Colony, Nehru Area",Kochi,Kerala,682003
10331,Neha Biswas,6482357155,886395613723,SXZUM9637J,1978-10-09,"# 25, Ambedkar Towers, Gandhi Street",Kochi,Kerala,682002
10332,Hardik Agarwal,9560945653,669979907075,JGMUT7458V,2003-12-27,"No. 986, Mohan Road",Pune,Maharashtra,411038
10333,Kiran Parikh,8397054873,810290871827,HOUNS2151O,1986-04-27,"298/14, Bhagat Lane",Jammu,Jammu and Kashmir,180002
10334,Aarav Parekh,7604235973,911222990775,ULSXJ5404W,1997-11-18,"270/16, Vallabh Lane",Aurangabad,Maharashtra,431001
10335,Sneha Biswas,7378584712,818033242605,BUCRP0819P,1979-02-27,"S.No. 490, Mohan Colony",Coimbatore,Tamil Nadu,641006
10336,Amit Pereira,7821781923,853460605603,RYKPW7167N,1974-02-09,"792/20, Shivaji Avenue",Ahmedabad,Gujarat,380007
10337,Deben Hussain,6546475489,747876989992,MCMIN6222J,1980-06-09,"# 580, Tilak Enclave, Tilak Lane",Jodhpur,Rajasthan,342008
10338,Manish Sanghavi,7924358853,998214339527,JKSYL3201M,1995-04-07,"# 832, Bose Complex, Vivekananda Path",Mumbai,Maharashtra,400002
10339,Reyansh Sanghavi,9917665122,350014188421,YRFXO0362N,1981-08-04,"951/8, Bose Lane",Tiruchirappalli,Tamil Nadu,620002
10340,Mahesh Parekh,7890219947,313633792234,CGIPP3210W,1999-11-05,"872, Bhagat Avenue, Shyam Area",Siliguri,West Bengal,734002
10341,Karthik Patel,6789679352,396263355643,SXJWY6560W,1961-12-17,"Door No. 391, Periyar Niwas, Gandhi Path",Varanasi,Uttar Pradesh,221006
10342,Usha Balasubramanian,8472239898,506503121980,GNGDD4814F,1965-12-28,"Flat 636, Nehru Layout",Tiruchirappalli,Tamil Nadu,620020
10343,Binita Iyer,6114281785,428230524808,NBDBE1885I,2001-06-26,"House No. 728, MG Apartment, Ambedkar Colony",Ahmedabad,Gujarat,380015
10344,Kiran Saha,9688687859,848628720319,ZVDXJ2047G,1999-01-27,"Flat 5A, Azad Towers",Raipur,Chhattisgarh,492003
10345,Venkatesh Sengupta,9775372603,414505766194,JNMYW4319F,1960-12-28,"Plot 62, MG Bhavan, Gandhi Cross",Delhi,Delhi,110033
10346,Amrita Siddiqui,9595450891,976808981265,RLSGD9033B,1963-12-13,"House No. 200, Shyam Layout",Jaipur,Rajasthan,302001
10347,Ananya Saxena,6471372711,959574988558,ERSNH5820P,1984-06-02,"511/2, Periyar Avenue",Udaipur,Rajasthan,313011
10348,Fanai Rao,7721885666,741329715066,VEMAY1284M,1979-03-15,"# 294, Tagore Layout",Agra,Uttar Pradesh,282007
10349,Pooja Shukla,6028671200,920245591024,IBPZP8113P,1969-08-24,"852, Bhagat Marg, MG Area",Vadodara,Gujarat,390005
10350,Pooja Dasgupta,7406527758,646634533722,ABWDZ1723K,1981-06-18,"420/19, Ambedkar Cross",Bhubaneswar,Odisha,751009
10351,Anitha Pillai,8100462776,772565920246,CWIBD5422F,1997-06-27,"729/12, Saraswati Layout",Nagpur,Maharashtra,440001
10352,Amit Shah,8868999360,998487045069,QUMWY9623S,1979-12-30,"913/8, MG Street",Siliguri,West Bengal,734003
10353,Sai Rao,9360601488,808490793884,UWYKS1604K,1982-01-12,"Flat 9N, Periyar Heights",Warangal,Telangana,506001
10354,Meena Saxena,8144881121,231421751887,NMPUJ0185I,1961-08-20,"Flat 167, Patel Bhavan, Rajiv Lane",Gurugram,Haryana,122002
10355,Girish Kothari,6863239791,578765530073,AJZYQ4898C,1972-01-11,"Flat 608, Bose Bhavan, Rajiv Path",Srinagar,Jammu and Kashmir,190001
10356,Savita Natarajan,9401042462,656185174460,AHECD5511I,1989-12-11,"591, Tilak Layout, EVR Area",Jodhpur,Rajasthan,342002
10357,Priya Mahato,8841604615,602119017075,KCEYX2319W,1969-04-26,"224, Periyar Nagar, Anna Area",Faridabad,Haryana,121001
10358,Krishnamurthy Biswas,7783063963,652696944391,SGPAC5765U,1970-10-06,"729/8, Nehru Colony",Indore,Madhya Pradesh,452004
10359,Raghavan Srivastava,6310615372,415566847323,KERYG4200O,1974-03-25,"No. 767, Tilak Vihar, Gopal Cross",Nashik,Maharashtra,422013
10360,Rajesh Sanghavi,6781975437,547642737203,QJZOQ1232D,1984-05-20,"765/3, Ram Street",Imphal,Manipur,795005
10361,Biren Pereira,7780205869,707321464493,QRYOJ3683K,1992-01-07,"546, Saraswati Path, Ambedkar Area",Warangal,Telangana,506007
10362,Rohit Naidu,9037681187,433351040961,ZQXXC9602T,1981-08-21,"555, Subhash Street, Shivaji Area",Nagpur,Maharashtra,440022
10363,Kamlesh Naidu,8065578201,243223023332,HBLQA7737Y,1986-11-17,"158, Kamaraj Road, Nehru Area",Srinagar,Jammu and Kashmir,190006
10364,Rajesh Gomes,9112312616,524888995729,NOYLP7222X,1961-10-18,"385, EVR Cross, Periyar Area",Coimbatore,Tamil Nadu,641004
10365,Kavya Mandal,9692082832,508981388158,NGIDE4828H,1968-01-07,"S.No. 74, Periyar Enclave, Shyam Cross",Thiruvananthapuram,Kerala,695002
10366,Vihaan Kumar,6000152911,571785090255,JCXQT2086S,2002-10-10,"155, Subhash Marg, Nehru Area",Rajkot,Gujarat,360004
10367,Malathi Chakraborty,6090043655,358482669136,DHFIR3873B,1963-07-14,"No. 417, Tilak Colony",Faridabad,Haryana,121008
10368,Deben Qureshi,7210401648,388044287738,FSEQK2614V,1986-06-24,"418/1, Laxmi Nagar",Cuttack,Odisha,753002
10369,Neha Natarajan,8170646255,602635582430,RMIUW5959A,1980-04-06,"248, Bose Cross, Gopal Area",Cuttack,Odisha,753001
10370,Elina Pandey,8040433335,584951632111,SLMWD0920V,1977-10-05,"415, MG Lane, Shivaji Area",Visakhapatnam,Andhra Pradesh,530002
10371,Chinglen Roy,9561786880,223009156182,VNARI6478T,1970-09-27,"904, Bhagat Colony, Laxmi Area",Cuttack,Odisha,753004
10372,Diya Agarwal,8184336875,292632239982,BLIKC9682Q,1996-07-14,"Door No. 646, Gandhi Lane",Guwahati,Assam,781001
